         0.0000	          1.0000	       1233.9210	        125.8250	          0.6932	          0.2640	 
         2.4040	          0.7461	       1552.1980	        158.2800	          0.8720	          0.3320	 
         4.8070	          0.5473	       1825.1550	        186.1140	          1.0253	          0.3900	 
         7.2110	          0.3938	       2059.2780	        209.9880	          1.1569	          0.4400	 
         9.6150	          0.2773	       2261.6390	        230.6230	          1.2706	          0.4840	 
        10.2000	          0.2536	       2306.6680	        235.2150	          1.2958	          0.4930	 
        12.0190	          0.1909	       2545.8390	        259.6030	          1.4302	          0.5440	 
        14.4230	          0.1309	       2774.6490	        282.9350	          1.5588	          0.5930	 
        16.8260	          0.0897	       2931.4210	        298.9220	          1.6468	          0.6270	 
        19.2300	          0.0616	       3038.8650	        309.8780	          1.7072	          0.6500	 
        21.6340	          0.0423	       3112.3820	        317.3750	          1.7485	          0.6660	 
        24.0370	          0.0292	       3162.4140	        322.4760	          1.7766	          0.6760	 
        26.4410	          0.0202	       3196.5880	        325.9610	          1.7958	          0.6840	 
        28.8450	          0.0140	       3220.0330	        328.3520	          1.8090	          0.6890	 
        31.2490	          0.0098	       3236.1850	        329.9990	          1.8180	          0.6920	 
        33.6530	          0.0069	       3247.3270	        331.1350	          1.8243	          0.6940	 
        36.0570	          0.0049	       3254.9680	        331.9140	          1.8286	          0.6960	 
        38.4600	          0.0035	       3260.2560	        332.4540	          1.8316	          0.6970	 
        40.8640	          0.0025	       3263.9530	        332.8310	          1.8336	          0.6980	 
        43.2680	          0.0018	       3266.5640	        333.0970	          1.8351	          0.6990	 
        45.6720	          0.0014	       3268.4240	        333.2860	          1.8361	          0.6990	 
        48.0750	          0.0010	       3269.7620	        333.4230	          1.8369	          0.6990
